event_id,customer_id,customer_name,city,failure_type,sub_reason,amount_inr,currency,failed_at,detected_at,contact_channel_pref,language_pref,prior_attempts,risk_score,phone_masked,do_not_disturb_hours,status
evt_8c231,cust_ef4,Suresh Gupta,Chandigarh,subscription_lapse,card_expired,3438.51,INR,2026-08-30T17:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,0.0,0.11,+91-XXXXX-57381,22:00-08:00 IST,OPEN
evt_9aa7d,cust_1241,Ananya Mehta,Delhi,failed_payment,insufficient_funds,11960.41,INR,2026-08-31T03:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,0.0,0.39,+91-XXXXX-62187,22:00-08:00 IST,OPEN
evt_cff2f,cust_228a,Amit Chopra,Kolkata,abandoned_checkout,payment_page_drop,1568.46,INR,2026-08-28T00:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,1.0,0.17,+91-XXXXX-33850,22:00-08:00 IST,OPEN
evt_dcf75,cust_c2a,Riya Pillai,Mumbai,failed_payment,insufficient_funds,8012.48,INR,2026-08-28T04:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,1.0,0.68,+91-XXXXX-42847,22:00-08:00 IST,OPEN
evt_4aaad,cust_1578,Vikram Reddy,Indore,abandoned_checkout,otp_abandon,3241.38,INR,2026-08-29T14:00:00Z,2026-08-31T10:00:00Z,sms,hindi,0.0,0.67,+91-XXXXX-15399,22:00-08:00 IST,OPEN
evt_ebaca,cust_5b8,Rohan Nair,Chandigarh,subscription_lapse,mandate_revoked,3095.05,INR,2026-08-29T04:00:00Z,2026-08-31T10:00:00Z,voice,hinglish,1.0,0.77,+91-XXXXX-73300,22:00-08:00 IST,OPEN
evt_571a5,cust_1de5,Myra Kumar,Bangalore,overdue_invoice,cash_flow_delay,29079.56,INR,2026-08-26T17:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.78,+91-XXXXX-55268,22:00-08:00 IST,OPEN
evt_7e7c4,cust_c46,Pooja Pillai,Jaipur,failed_payment,insufficient_funds,5127.18,INR,2026-08-26T10:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.07,+91-XXXXX-30932,22:00-08:00 IST,OPEN
evt_e8aa1,cust_18dc,Sai Agarwal,Hyderabad,subscription_lapse,mandate_revoked,1216.2,INR,2026-08-25T22:00:00Z,2026-08-31T10:00:00Z,sms,english,0.0,0.08,+91-XXXXX-86460,22:00-08:00 IST,OPEN
evt_72c15,cust_705,Priya Reddy,Ahmedabad,failed_payment,bank_decline,26587.84,INR,2026-08-26T09:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.1,+91-XXXXX-15930,22:00-08:00 IST,OPEN
evt_7ef68,cust_72e,Sai Rao,Hyderabad,subscription_lapse,card_expired,2899.7,INR,2026-08-30T15:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.34,+91-XXXXX-22672,22:00-08:00 IST,OPEN
evt_7d40d,cust_1bca,Ishaan Rao,Chennai,abandoned_checkout,genuine_abandonment,4596.81,INR,2026-08-25T23:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.3,+91-XXXXX-77568,22:00-08:00 IST,OPEN
evt_3c32a,cust_18e5,Diya Agarwal,Delhi,subscription_lapse,card_expired,4955.88,INR,2026-08-28T05:00:00Z,2026-08-31T10:00:00Z,sms,hindi,0.0,0.22,+91-XXXXX-53416,22:00-08:00 IST,OPEN
evt_c4e89,cust_aeb,Riya Joshi,Pune,overdue_invoice,forgotten,132093.88,INR,2026-08-31T03:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,1.0,0.39,+91-XXXXX-72973,22:00-08:00 IST,OPEN
evt_4410a,cust_2575,Diya Vera,Delhi,overdue_invoice,cash_flow_delay,71916.19,INR,2026-08-30T05:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.19,+91-XXXXX-71814,22:00-08:00 IST,OPEN
evt_f1993,cust_7e4,Vikram Pillai,Hyderabad,abandoned_checkout,payment_page_drop,5212.54,INR,2026-08-26T07:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,0.0,0.5,+91-XXXXX-99226,22:00-08:00 IST,OPEN
evt_bd19e,cust_14d3,Diya Bansal,Hyderabad,failed_payment,insufficient_funds,4545.59,INR,2026-08-28T05:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0.0,0.15,+91-XXXXX-55718,22:00-08:00 IST,OPEN
evt_a7e61,cust_1568,Myra Desai,Indore,overdue_invoice,cash_flow_delay,142649.86,INR,2026-08-27T04:00:00Z,2026-08-31T10:00:00Z,voice,english,1.0,0.15,+91-XXXXX-67983,22:00-08:00 IST,OPEN
evt_c057c,cust_1451,Navya Mehta,Hyderabad,abandoned_checkout,otp_abandon,7506.46,INR,2026-08-25T10:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,1.0,0.26,+91-XXXXX-93616,22:00-08:00 IST,OPEN
evt_54052,cust_744,Ananya Chopra,Chennai,overdue_invoice,forgotten,76136.55,INR,2026-08-29T22:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,2.0,0.19,+91-XXXXX-36143,22:00-08:00 IST,OPEN
evt_d9ed6,cust_164a,Ishaan Reddy,Chandigarh,failed_payment,insufficient_funds,13665.09,INR,2026-08-30T11:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,1.0,0.35,+91-XXXXX-33040,22:00-08:00 IST,OPEN
evt_21b79,cust_1d50,Navya Iyer,Lucknow,subscription_lapse,card_expired,4420.57,INR,2026-08-31T07:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,2.0,0.17,+91-XXXXX-27589,22:00-08:00 IST,OPEN
evt_f2490,cust_242d,Suresh Shah,Hyderabad,failed_payment,insufficient_funds,5294.92,INR,2026-08-26T12:00:00Z,2026-08-31T10:00:00Z,sms,hindi,0.0,0.17,+91-XXXXX-90079,22:00-08:00 IST,OPEN
evt_f3966,cust_1ddb,Riya Pillai,Chennai,failed_payment,insufficient_funds,6312.08,INR,2026-08-30T09:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.48,+91-XXXXX-53204,22:00-08:00 IST,OPEN
evt_65b65,cust_4a3,Rahul Kapoor,Lucknow,failed_payment,insufficient_funds,1400.8,INR,2026-08-30T03:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,1.0,0.37,+91-XXXXX-93717,22:00-08:00 IST,OPEN
evt_63f19,cust_1b6d,Diya Malhotra,Hyderabad,failed_payment,insufficient_funds,7433.64,INR,2026-08-26T13:00:00Z,2026-08-31T10:00:00Z,voice,hindi,0.0,0.24,+91-XXXXX-38627,22:00-08:00 IST,OPEN
evt_db733,cust_13be,Diya Gupta,Jaipur,subscription_lapse,card_expired,2781.94,INR,2026-08-27T13:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,0.0,0.24,+91-XXXXX-53007,22:00-08:00 IST,OPEN
evt_f3299,cust_2535,Suresh Desai,Chandigarh,failed_payment,insufficient_funds,10895.31,INR,2026-08-26T04:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,1.0,0.21,+91-XXXXX-70604,22:00-08:00 IST,OPEN
evt_c4a48,cust_17a1,Aarav Vera,Pune,failed_payment,insufficient_funds,11314.17,INR,2026-08-30T15:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.68,+91-XXXXX-14159,22:00-08:00 IST,OPEN
evt_61e8c,cust_1e12,Kavita Patel,Chandigarh,abandoned_checkout,genuine_abandonment,13625.85,INR,2026-08-26T22:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0.0,0.72,+91-XXXXX-80687,22:00-08:00 IST,OPEN
evt_3a759,cust_1a29,Ananya Iyer,Jaipur,subscription_lapse,card_expired,2785.09,INR,2026-08-29T00:00:00Z,2026-08-31T10:00:00Z,voice,hindi,3.0,0.21,+91-XXXXX-40102,22:00-08:00 IST,OPEN
evt_57c6f,cust_2162,Pooja Patel,Pune,failed_payment,insufficient_funds,14092.45,INR,2026-08-30T05:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,1.0,0.38,+91-XXXXX-87849,22:00-08:00 IST,OPEN
evt_21027,cust_207a,Diya Nair,Hyderabad,abandoned_checkout,genuine_abandonment,2796.26,INR,2026-08-26T17:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,2.0,0.55,+91-XXXXX-85511,22:00-08:00 IST,OPEN
evt_6a0da,cust_186d,Saanvi Reddy,Delhi,failed_payment,bank_decline,16116.28,INR,2026-08-27T00:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,2.0,0.36,+91-XXXXX-74962,22:00-08:00 IST,OPEN
evt_246a9,cust_19f2,Arjun Pillai,Chennai,overdue_invoice,cash_flow_delay,112836.29,INR,2026-08-29T19:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0.0,0.13,+91-XXXXX-70689,22:00-08:00 IST,OPEN
evt_272a7,cust_1e51,Riya Rao,Jaipur,failed_payment,insufficient_funds,6132.08,INR,2026-08-28T16:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,2.0,0.35,+91-XXXXX-45187,22:00-08:00 IST,OPEN
evt_78f81,cust_66f,Rohan Mehta,Indore,overdue_invoice,forgotten,104003.07,INR,2026-08-29T02:00:00Z,2026-08-31T10:00:00Z,sms,english,0.0,0.93,+91-XXXXX-25376,22:00-08:00 IST,OPEN
evt_d79d7,cust_228e,Saanvi Verma,Lucknow,failed_payment,insufficient_funds,6251.16,INR,2026-08-28T20:00:00Z,2026-08-31T10:00:00Z,sms,hindi,0.0,0.24,+91-XXXXX-75179,22:00-08:00 IST,OPEN
evt_8fb60,cust_a37,Navya Agarwal,Hyderabad,subscription_lapse,card_expired,1770.05,INR,2026-08-30T22:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,0.0,0.14,+91-XXXXX-29976,22:00-08:00 IST,OPEN
evt_4aa39,cust_1904,Saanvi Vera,Indore,failed_payment,insufficient_funds,7739.87,INR,2026-08-27T19:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,3.0,0.55,+91-XXXXX-32185,22:00-08:00 IST,OPEN
evt_51bbc6,,Arjun Mehta,,,authentication_failed,12500.0,,,,,,,,,,VOICE_CALL
evt_a481d5,,Priya Das,,,insufficient_funds,3500.0,,,,,,,,,,VOICE_CALL
evt_00cd65,cust_2aa5,Arjun Mehta,Bangalore,abandoned_checkout,wrong_cvv_otp_fail,12500.0,INR,2026-09-05T04:40:59Z,2026-09-05T04:40:59Z,voice,hinglish,0.0,0.12,+91-XXXXX-77280,22:00-08:00 IST,RECOVERED
evt_f78ead,cust_8e9b,Arjun Mehta,Bangalore,abandoned_checkout,wrong_cvv_otp_fail,12500.0,INR,2026-09-05T04:42:06Z,2026-09-05T04:42:06Z,voice,hinglish,0.0,0.12,+91-XXXXX-16668,22:00-08:00 IST,RECOVERED
evt_46720a,cust_bc35,Priya Das,Kolkata,failed_payment,insufficient_funds,3500.0,INR,2026-09-05T04:42:10Z,2026-09-05T04:42:10Z,whatsapp,hinglish,0.0,0.12,+91-XXXXX-13059,22:00-08:00 IST,RECOVERED
evt_ce5369,cust_0cae,Rohan Nair,Hyderabad,failed_payment,bank_decline,8900.0,INR,2026-09-05T04:42:11Z,2026-09-05T04:42:11Z,sms,hinglish,0.0,0.12,+91-XXXXX-20368,22:00-08:00 IST,RECOVERED
evt_a904e0,cust_bf32,Kavita Iyer,Delhi,subscription_lapse,card_expired,1999.0,INR,2026-09-05T04:42:11Z,2026-09-05T04:42:11Z,email,hinglish,0.0,0.12,+91-XXXXX-80572,22:00-08:00 IST,NUDGE_EMAIL
evt_2f8e93,cust_65d2,Aarav Gupta,Pune,abandoned_checkout,otp_abandon,18750.0,INR,2026-09-05T04:42:12Z,2026-09-05T04:42:12Z,voice,hinglish,0.0,0.12,+91-XXXXX-55995,22:00-08:00 IST,RECOVERED
evt_90bf80,cust_7e86,Demo Customer,Mumbai,failed_payment,authentication_failed,5400.0,INR,2026-09-05T04:43:22Z,2026-09-05T04:43:22Z,voice,hinglish,0.0,0.12,+91-XXXXX-38258,22:00-08:00 IST,VOICE_CALL
evt_4644a2,cust_ae59,Demo Customer,Mumbai,failed_payment,authentication_failed,5400.0,INR,2026-09-05T04:44:34Z,2026-09-05T04:44:34Z,voice,hinglish,0.0,0.12,+91-XXXXX-18198,22:00-08:00 IST,VOICE_CALL
