event_id,customer_id,customer_name,city,failure_type,sub_reason,amount_inr,currency,failed_at,detected_at,contact_channel_pref,language_pref,prior_attempts,risk_score,phone_masked,do_not_disturb_hours,recoverability_score,urgency,failure_category,is_recoverable,action,channel_selected,reason_string,stopping_rule_triggered,recommended_delay_mins,script_template_key,tool_execution_status,tool_output_details,outcome_status,is_recovered,amount_recovered_inr,intervention_cost_inr,net_gain_inr,recovery_probability
evt_49130,cust_1435,Priya Chopra,Mumbai,abandoned_checkout,otp_abandon,23213.73,INR,2026-08-25T16:00:00Z,2026-08-31T10:00:00Z,sms,english,1,0.53,+91-XXXXX-91678,22:00-08:00 IST,0.44,HIGH,CHECKOUT_ABANDONED,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹23,213.73), or explicit channel preference. Recoverability=0.44.",,30,voice_otp_abandon,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""english"", ""agent_opening_line"": ""Hello Priya Chopra, this is Riya calling from Razorpay Payment Support regarding your transaction of Rs. 23,213.73."", ""payment_link"": ""https://rzp.io/l/rec_evt_49"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for otp_abandon.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.415
evt_68c6c,cust_be1,Myra Pillai,Pune,overdue_invoice,cash_flow_delay,110972.33,INR,2026-08-27T02:00:00Z,2026-08-31T10:00:00Z,sms,hindi,0,0.28,+91-XXXXX-84593,22:00-08:00 IST,0.54,CRITICAL,B2B_INVOICE_PENDING,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (CRITICAL), transaction value (₹110,972.33), or explicit channel preference. Recoverability=0.54.",,5,voice_cash_flow_delay,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hindi"", ""agent_opening_line"": ""Namaste Myra Pillai ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 110,972.33 ka bhugtan poora nahi ho saka."", ""payment_link"": ""https://rzp.io/l/rec_evt_68"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for cash_flow_delay.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,110972.33,3.5,110968.83,0.541
evt_65750,cust_1de5,Kiara Sharma,Pune,subscription_lapse,card_expired,1287.07,INR,2026-08-27T23:00:00Z,2026-08-31T10:00:00Z,sms,hinglish,0,0.22,+91-XXXXX-21114,22:00-08:00 IST,0.76,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_SMS,sms,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.76.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Kiara Sharma"", ""language"": ""hinglish"", ""message_body"": ""Hi Kiara Sharma, aapka subscription payment expiry ki wajah se pause ho gaya hai. Simply update your card details here to keep services active: https://rzp.io/l/rec_evt_65"", ""payment_link"": ""https://rzp.io/l/rec_evt_65"", ""estimated_cost_inr"": 0.15}",FAILED_TO_RECOVER,False,0.0,0.15,-0.15,0.277
evt_61103,cust_24e5,Diya Agarwal,Bangalore,abandoned_checkout,genuine_abandonment,6227.63,INR,2026-08-28T02:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.14,+91-XXXXX-64321,22:00-08:00 IST,0.12,MEDIUM,IRRECOVERABLE_OR_REVOKED,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: PERMANENT_DECLINE_OR_REVOKED_MANDATE. Recoverability=0.12, PriorAttempts=0, RiskScore=0.14.",PERMANENT_DECLINE_OR_REVOKED_MANDATE,0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_b9a24,cust_1059,Arjun Bansal,Kolkata,failed_payment,insufficient_funds,2639.78,INR,2026-08-31T08:00:00Z,2026-08-31T10:00:00Z,voice,english,2,0.32,+91-XXXXX-70889,22:00-08:00 IST,0.49,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹2,639.78), or explicit channel preference. Recoverability=0.49.",,30,voice_insufficient_funds,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""english"", ""agent_opening_line"": ""Hello Arjun Bansal, this is Riya calling from Razorpay Payment Support regarding your transaction of Rs. 2,639.78."", ""payment_link"": ""https://rzp.io/l/rec_evt_b9"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for insufficient_funds.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.36
evt_25451,cust_13da,Ananya Kumar,Delhi,subscription_lapse,card_expired,3437.28,INR,2026-08-25T10:00:00Z,2026-08-31T10:00:00Z,sms,english,2,0.62,+91-XXXXX-81810,22:00-08:00 IST,0.38,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_SMS,sms,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.38.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Ananya Kumar"", ""language"": ""english"", ""message_body"": ""Hi Ananya Kumar, your subscription renewal failed due to an expired card. Update your card details in 30 secs to avoid service interruption: https://rzp.io/l/rec_evt_25"", ""payment_link"": ""https://rzp.io/l/rec_evt_25"", ""estimated_cost_inr"": 0.15}",FAILED_TO_RECOVER,False,0.0,0.15,-0.15,0.136
evt_8a916,cust_e17,Navya Kumar,Pune,abandoned_checkout,genuine_abandonment,6450.32,INR,2026-08-28T11:00:00Z,2026-08-31T10:00:00Z,voice,hindi,1,0.15,+91-XXXXX-51904,22:00-08:00 IST,0.01,MEDIUM,IRRECOVERABLE_OR_REVOKED,False,NO_ACTION_STOP,none,"Execution halted by stopping rule: PERMANENT_DECLINE_OR_REVOKED_MANDATE. Recoverability=0.01, PriorAttempts=1, RiskScore=0.15.",PERMANENT_DECLINE_OR_REVOKED_MANDATE,0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_a2b16,cust_910,Vikram Patel,Hyderabad,subscription_lapse,card_expired,3561.26,INR,2026-08-29T03:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.46,+91-XXXXX-86556,22:00-08:00 IST,0.71,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.71.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Vikram Patel"", ""language"": ""hinglish"", ""message_body"": ""Hi Vikram Patel, aapka subscription payment expiry ki wajah se pause ho gaya hai. Simply update your card details here to keep services active: https://rzp.io/l/rec_evt_a2"", ""payment_link"": ""https://rzp.io/l/rec_evt_a2"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.423
evt_ca77c,cust_528,Sai Vera,Ahmedabad,failed_payment,insufficient_funds,14169.75,INR,2026-08-28T05:00:00Z,2026-08-31T10:00:00Z,voice,english,3,0.2,+91-XXXXX-38906,22:00-08:00 IST,0.36,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NO_ACTION_STOP,none,"Execution halted by stopping rule: MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3). Recoverability=0.36, PriorAttempts=3, RiskScore=0.2.",MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_95669,cust_11f3,Rahul Chopra,Ahmedabad,failed_payment,insufficient_funds,6138.43,INR,2026-08-27T02:00:00Z,2026-08-31T10:00:00Z,voice,english,2,0.39,+91-XXXXX-96900,22:00-08:00 IST,0.47,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹6,138.43), or explicit channel preference. Recoverability=0.47.",,30,voice_insufficient_funds,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""english"", ""agent_opening_line"": ""Hello Rahul Chopra, this is Riya calling from Razorpay Payment Support regarding your transaction of Rs. 6,138.43."", ""payment_link"": ""https://rzp.io/l/rec_evt_95"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for insufficient_funds.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.353
evt_1f5a2,cust_947,Riya Patel,Ahmedabad,failed_payment,insufficient_funds,1229.13,INR,2026-08-27T08:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.36,+91-XXXXX-20735,22:00-08:00 IST,0.78,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.78.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Riya Patel"", ""language"": ""hinglish"", ""message_body"": ""Hi Riya Patel, aapka \u20b91,229.13 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_1f"", ""payment_link"": ""https://rzp.io/l/rec_evt_1f"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.448
evt_90d00,cust_525,Kiara Nair,Chennai,failed_payment,insufficient_funds,9927.09,INR,2026-08-30T23:00:00Z,2026-08-31T10:00:00Z,voice,english,0,0.06,+91-XXXXX-83920,22:00-08:00 IST,0.84,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹9,927.09), or explicit channel preference. Recoverability=0.84.",,30,voice_insufficient_funds,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""english"", ""agent_opening_line"": ""Hello Kiara Nair, this is Riya calling from Razorpay Payment Support regarding your transaction of Rs. 9,927.09."", ""payment_link"": ""https://rzp.io/l/rec_evt_90"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for insufficient_funds.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,9927.09,3.5,9923.59,0.697
evt_50368,cust_21ab,Rahul Kapoor,Delhi,failed_payment,bank_decline,18610.18,INR,2026-08-30T04:00:00Z,2026-08-31T10:00:00Z,voice,hinglish,0,0.68,+91-XXXXX-59192,22:00-08:00 IST,0.61,MEDIUM,TRANSIENT_BANK_ERROR,True,AUTO_RETRY,system_gateway,Transient bank error detected with prior_attempts=0. Triggering automated gateway retry in 15m. Recoverability=0.61.,,15,auto_retry_stub,GATEWAY_RETRY_EXECUTED,"{""status"": ""GATEWAY_RETRY_EXECUTED"", ""api_endpoint"": ""POST /v1/payments/retry"", ""request_payload"": {""event_id"": ""evt_50368"", ""amount"": 18610.18, ""retry_mode"": ""auto_background_debit""}, ""response"": {""status_code"": 400, ""gateway_status"": ""failed"", ""reason"": ""Issuer bank still unresponsive""}, ""estimated_cost_inr"": 0.0}",RECOVERED_SUCCESS,True,18610.18,0.0,18610.18,0.666
evt_7df52,cust_1099,Rohan Joshi,Lucknow,failed_payment,bank_decline,8042.63,INR,2026-08-28T04:00:00Z,2026-08-31T10:00:00Z,voice,hindi,0,0.39,+91-XXXXX-58571,22:00-08:00 IST,0.67,MEDIUM,TRANSIENT_BANK_ERROR,True,AUTO_RETRY,system_gateway,Transient bank error detected with prior_attempts=0. Triggering automated gateway retry in 15m. Recoverability=0.67.,,15,auto_retry_stub,GATEWAY_RETRY_EXECUTED,"{""status"": ""GATEWAY_RETRY_EXECUTED"", ""api_endpoint"": ""POST /v1/payments/retry"", ""request_payload"": {""event_id"": ""evt_7df52"", ""amount"": 8042.63, ""retry_mode"": ""auto_background_debit""}, ""response"": {""status_code"": 400, ""gateway_status"": ""failed"", ""reason"": ""Issuer bank still unresponsive""}, ""estimated_cost_inr"": 0.0}",RECOVERED_SUCCESS,True,8042.63,0.0,8042.63,0.702
evt_2a112,cust_2449,Ishaan Sharma,Kolkata,abandoned_checkout,otp_abandon,3532.04,INR,2026-08-27T13:00:00Z,2026-08-31T10:00:00Z,sms,english,1,0.2,+91-XXXXX-80539,22:00-08:00 IST,0.51,HIGH,CHECKOUT_ABANDONED,True,NUDGE_SMS,sms,Recoverable CHECKOUT_ABANDONED (otp_abandon). Dispatching low-cost interactive NUDGE_SMS on preferred channel (sms). Recoverability=0.51.,,0,nudge_otp_abandon,SENT,"{""status"": ""SENT"", ""channel"": ""sms"", ""recipient_name"": ""Ishaan Sharma"", ""language"": ""english"", ""message_body"": ""Hi Ishaan Sharma, you left your payment unfinished. Click here to complete your transaction securely: https://rzp.io/l/rec_evt_2a"", ""payment_link"": ""https://rzp.io/l/rec_evt_2a"", ""estimated_cost_inr"": 0.15}",FAILED_TO_RECOVER,False,0.0,0.15,-0.15,0.189
evt_deb8e,cust_22d9,Suresh Chopra,Lucknow,failed_payment,bank_decline,8783.47,INR,2026-08-28T19:00:00Z,2026-08-31T10:00:00Z,voice,hinglish,2,0.14,+91-XXXXX-13761,22:00-08:00 IST,0.42,MEDIUM,TRANSIENT_BANK_ERROR,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹8,783.47), or explicit channel preference. Recoverability=0.42.",,30,voice_bank_decline,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hinglish"", ""agent_opening_line"": ""Namaste Suresh Chopra ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 8,783.47 ka payment attempt clear nahi ho paya. Kya main aapki help kar sakti hoon?"", ""payment_link"": ""https://rzp.io/l/rec_evt_de"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for bank_decline.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.335
evt_96f4d,cust_18b5,Kavita Bansal,Hyderabad,subscription_lapse,card_expired,4049.61,INR,2026-08-27T18:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,2,0.24,+91-XXXXX-63271,22:00-08:00 IST,0.45,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.45.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Kavita Bansal"", ""language"": ""hindi"", ""message_body"": ""\u0928\u092e\u0938\u094d\u0924\u0947 Kavita Bansal, \u0915\u093e\u0930\u094d\u0921 \u090f\u0915\u094d\u0938\u092a\u093e\u092f\u0930 \u0939\u094b\u0928\u0947 \u0915\u0947 \u0915\u093e\u0930\u0923 \u0906\u092a\u0915\u093e \u092d\u0941\u0917\u0924\u093e\u0928 \u0905\u0938\u092b\u0932 \u0930\u0939\u093e\u0964 \u0938\u0947\u0935\u093e\u0913\u0902 \u0915\u094b \u091c\u093e\u0930\u0940 \u0930\u0916\u0928\u0947 \u0915\u0947 \u0932\u093f\u090f \u0915\u093e\u0930\u094d\u0921 \u0935\u093f\u0935\u0930\u0923 \u0905\u092a\u0921\u0947\u091f \u0915\u0930\u0947\u0902: https://rzp.io/l/rec_evt_96"", ""payment_link"": ""https://rzp.io/l/rec_evt_96"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.233
evt_957d7,cust_1349,Navya Bansal,Ahmedabad,failed_payment,insufficient_funds,1849.27,INR,2026-08-29T01:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,1,0.79,+91-XXXXX-82140,22:00-08:00 IST,0.54,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.54.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Navya Bansal"", ""language"": ""hinglish"", ""message_body"": ""Hi Navya Bansal, aapka \u20b91,849.27 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_95"", ""payment_link"": ""https://rzp.io/l/rec_evt_95"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.309
evt_6d18b,cust_1a6c,Suresh Shah,Pune,failed_payment,insufficient_funds,3842.8,INR,2026-08-29T08:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,3,0.29,+91-XXXXX-87278,22:00-08:00 IST,0.34,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NO_ACTION_STOP,none,"Execution halted by stopping rule: MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3). Recoverability=0.34, PriorAttempts=3, RiskScore=0.29.",MAX_ATTEMPTS_EXCEEDED (prior_attempts >= 3),0,none,SKIPPED_OR_STOPPED,"{""status"": ""SKIPPED_OR_STOPPED"", ""estimated_cost_inr"": 0.0}",UNRECOVERED_STOPPED,False,0.0,0.0,0.0,0.0
evt_db06f,cust_257b,Diya Reddy,Bangalore,failed_payment,insufficient_funds,4795.57,INR,2026-08-27T13:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.15,+91-XXXXX-26551,22:00-08:00 IST,0.82,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.82.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Diya Reddy"", ""language"": ""hinglish"", ""message_body"": ""Hi Diya Reddy, aapka \u20b94,795.57 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_db"", ""payment_link"": ""https://rzp.io/l/rec_evt_db"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.462
evt_bbb56,cust_2352,Ananya Sharma,Indore,subscription_lapse,card_expired,2505.64,INR,2026-08-26T17:00:00Z,2026-08-31T10:00:00Z,whatsapp,english,0,0.35,+91-XXXXX-85631,22:00-08:00 IST,0.73,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.73.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Ananya Sharma"", ""language"": ""english"", ""message_body"": ""Hi Ananya Sharma, your subscription renewal failed due to an expired card. Update your card details in 30 secs to avoid service interruption: https://rzp.io/l/rec_evt_bb"", ""payment_link"": ""https://rzp.io/l/rec_evt_bb"", ""estimated_cost_inr"": 0.5}",RECOVERED_SUCCESS,True,2505.64,0.5,2505.14,0.43
evt_b98d5,cust_756,Vikram Patel,Indore,subscription_lapse,card_expired,699.44,INR,2026-08-28T18:00:00Z,2026-08-31T10:00:00Z,whatsapp,hindi,1,0.33,+91-XXXXX-68028,22:00-08:00 IST,0.58,HIGH,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (card_expired). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.58.,,120,nudge_card_expired,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Vikram Patel"", ""language"": ""hindi"", ""message_body"": ""\u0928\u092e\u0938\u094d\u0924\u0947 Vikram Patel, \u0915\u093e\u0930\u094d\u0921 \u090f\u0915\u094d\u0938\u092a\u093e\u092f\u0930 \u0939\u094b\u0928\u0947 \u0915\u0947 \u0915\u093e\u0930\u0923 \u0906\u092a\u0915\u093e \u092d\u0941\u0917\u0924\u093e\u0928 \u0905\u0938\u092b\u0932 \u0930\u0939\u093e\u0964 \u0938\u0947\u0935\u093e\u0913\u0902 \u0915\u094b \u091c\u093e\u0930\u0940 \u0930\u0916\u0928\u0947 \u0915\u0947 \u0932\u093f\u090f \u0915\u093e\u0930\u094d\u0921 \u0935\u093f\u0935\u0930\u0923 \u0905\u092a\u0921\u0947\u091f \u0915\u0930\u0947\u0902: https://rzp.io/l/rec_evt_b9"", ""payment_link"": ""https://rzp.io/l/rec_evt_b9"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.321
evt_64895,cust_1f59,Myra Joshi,Indore,failed_payment,insufficient_funds,9339.65,INR,2026-08-30T08:00:00Z,2026-08-31T10:00:00Z,email,hinglish,0,0.28,+91-XXXXX-10350,22:00-08:00 IST,0.79,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_EMAIL,email,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_EMAIL on preferred channel (email). Recoverability=0.79.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""email"", ""recipient_name"": ""Myra Joshi"", ""language"": ""hinglish"", ""message_body"": ""Hi Myra Joshi, aapka \u20b99,339.65 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_64"", ""payment_link"": ""https://rzp.io/l/rec_evt_64"", ""estimated_cost_inr"": 0.05}",FAILED_TO_RECOVER,False,0.0,0.05,-0.05,0.361
evt_80fe9,cust_20bd,Diya Bansal,Pune,failed_payment,insufficient_funds,3856.41,INR,2026-08-28T09:00:00Z,2026-08-31T10:00:00Z,voice,hinglish,1,0.37,+91-XXXXX-35928,22:00-08:00 IST,0.63,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (MEDIUM), transaction value (₹3,856.41), or explicit channel preference. Recoverability=0.63.",,30,voice_insufficient_funds,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hinglish"", ""agent_opening_line"": ""Namaste Diya Bansal ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 3,856.41 ka payment attempt clear nahi ho paya. Kya main aapki help kar sakti hoon?"", ""payment_link"": ""https://rzp.io/l/rec_evt_80"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for insufficient_funds.""}, ""estimated_cost_inr"": 3.5}",RECOVERED_SUCCESS,True,3856.41,3.5,3852.91,0.499
evt_853fe,cust_b40,Kiara Malhotra,Chandigarh,failed_payment,insufficient_funds,13671.97,INR,2026-08-29T21:00:00Z,2026-08-31T10:00:00Z,whatsapp,hinglish,0,0.31,+91-XXXXX-49857,22:00-08:00 IST,0.79,MEDIUM,RECOVERABLE_PAYMENT_METHOD,True,NUDGE_WHATSAPP,whatsapp,Recoverable RECOVERABLE_PAYMENT_METHOD (insufficient_funds). Dispatching low-cost interactive NUDGE_WHATSAPP on preferred channel (whatsapp). Recoverability=0.79.,,120,nudge_insufficient_funds,SENT,"{""status"": ""SENT"", ""channel"": ""whatsapp"", ""recipient_name"": ""Kiara Malhotra"", ""language"": ""hinglish"", ""message_body"": ""Hi Kiara Malhotra, aapka \u20b913,671.97 ka payment attempt clear nahi ho paya. Click here to retry via UPI or Card: https://rzp.io/l/rec_evt_85"", ""payment_link"": ""https://rzp.io/l/rec_evt_85"", ""estimated_cost_inr"": 0.5}",FAILED_TO_RECOVER,False,0.0,0.5,-0.5,0.451
evt_cb8bb,cust_1daa,Rahul Pillai,Jaipur,abandoned_checkout,otp_abandon,11505.65,INR,2026-08-30T23:00:00Z,2026-08-31T10:00:00Z,voice,hindi,1,0.47,+91-XXXXX-86955,22:00-08:00 IST,0.46,HIGH,CHECKOUT_ABANDONED,True,VOICE_CALL,voice,"Selected Voice Call due to high urgency (HIGH), transaction value (₹11,505.65), or explicit channel preference. Recoverability=0.46.",,30,voice_otp_abandon,LIVE_CALL_SCHEDULED,"{""status"": ""LIVE_CALL_SCHEDULED"", ""provider"": ""ElevenLabs_Groq_Engine"", ""agent_id"": ""agent_rzp_recovery_v1"", ""call_config"": {""voice_id"": ""r1KmysJdVYZjJCm4mL3b"", ""language"": ""hindi"", ""agent_opening_line"": ""Namaste Rahul Pillai ji, main Razorpay Payment Support se Riya bol rahi hoon. Aapka Rs. 11,505.65 ka bhugtan poora nahi ho saka."", ""payment_link"": ""https://rzp.io/l/rec_evt_cb"", ""objection_strategy"": ""Dynamic Groq LLM + ElevenLabs TTS voice resolution for otp_abandon.""}, ""estimated_cost_inr"": 3.5}",FAILED_TO_RECOVER,False,0.0,3.5,-3.5,0.424
